"","likelihood","bart","expr","rank_size","cancer"
"15",0.5,0.684,2.81574577344767,1,"UCEC"
"1",0.5,0.872,2.73006379716914,2,"BLCA"
"12",0.5,0.387,2.59034101031097,3,"PRAD"
"3",0.5,0.169,2.58208378901584,4,"BRCA_2"
"11",0.5,0.535,2.54010116907538,5,"LUSC"
"4",0.5,0.383,2.4966296024373,6,"COAD_READ"
"2",0.5,0.825,2.47587307642346,7,"BRCA_1"
"10",0.5,0.28,2.40424491272701,8,"LUAD"
"8",0.5,0.073,2.39411772764431,9,"KIRP"
"13",0.5,0.478,2.3642124302568,10,"STES"
"5",0.5,0.047,2.36185437960356,11,"HNSC"
"14",0.5,0.11,2.33363277872055,12,"THCA"
"9",0.5,0.171,2.1265083513207,13,"LIHC"
"6",0.5,0.667,2.11595844789397,14,"KICH"
"7",0.5,0.119,2.02507939649784,15,"KIRC"
