"","likelihood","bart","expr","rank_size","cancer"
"15",0.5,0.532,1.86626444481317,1,"UCEC"
"14",0.5,0.261,1.78582514620075,2,"THCA"
"13",0.5,0.453,1.72374655375458,3,"STES"
"4",0.5,0.493,1.52475533938223,4,"COAD_READ"
"8",0.5,0.307,1.48925471810838,5,"KIRP"
"10",0.5,0.387,1.45950751843431,6,"LUAD"
"2",0.5,0.868,1.44421707384169,7,"BRCA_1"
"1",0.5,0.814,1.42288438160909,8,"BLCA"
"12",0.5,0.569,1.36950525433521,9,"PRAD"
"6",0.5,0.424,1.35133240904868,10,"KICH"
"3",0.5,0.362,1.29059550902856,11,"BRCA_2"
"7",0.5,0.381,1.25824865898619,12,"KIRC"
"11",0.5,0.277,1.24717811832953,13,"LUSC"
"5",0.5,0.294,1.09722459263758,14,"HNSC"
"9",0.5,0.593,0.795892251039086,15,"LIHC"
