"","likelihood","bart","expr","rank_size","cancer"
"2",0.5,0.389,1.88588577018753,1,"BRCA_1"
"13",0.5,0.364,1.75098526904046,2,"STES"
"3",0.5,0.712,1.62839953366071,3,"BRCA_2"
"10",0.5,0.262,1.53302927076163,4,"LUAD"
"11",0.5,0.18,1.51078862951814,5,"LUSC"
"14",0.5,0.277,1.50440950442029,6,"THCA"
"12",0.5,0.41,1.48767965512378,7,"PRAD"
"1",0.5,0.299,1.36854351279173,8,"BLCA"
"4",0.5,0.33,1.35059772078882,9,"COAD_READ"
"15",0.5,0.203,1.31621393315552,10,"UCEC"
"7",0.5,0.679,1.29948451508872,11,"KIRC"
"5",0.5,0.379,1.16003613984105,12,"HNSC"
"6",0.5,0.197,1.07946847063492,13,"KICH"
"8",0.5,0.44,0.805736154146557,14,"KIRP"
"9",0.5,0.231,0.758050476095863,15,"LIHC"
