"","likelihood","bart","expr","rank_size","cancer"
"13",0.5,0.0649999999999999,-1.32407186327163,1,"STES"
"1",0.5,0.822,-1.57162112076306,2,"BLCA"
"10",0.5,0.074,-1.6567873359041,3,"LUAD"
"7",0.5,0.07,-1.67291664841696,4,"KIRC"
"14",0.5,0.048,-1.69672603515216,5,"THCA"
"11",0.5,0.194,-1.70136645562313,6,"LUSC"
"3",0.5,0.533,-1.74336525803885,7,"BRCA_2"
"2",0.5,0.07,-1.7595340879133,8,"BRCA_1"
"4",0.5,0.096,-1.78967058022864,9,"COAD_READ"
"8",0.5,0.042,-1.82924493467667,10,"KIRP"
"12",0.5,0.0659999999999999,-1.83394844906149,11,"PRAD"
"15",0.5,0.445,-1.85635303722872,12,"UCEC"
"9",0.5,0.069,-1.9637652849266,13,"LIHC"
"5",0.5,0.07,-1.97680260295664,14,"HNSC"
"6",0.5,0.698,-2.00523606758694,15,"KICH"
