"","likelihood","bart","expr","rank_size","cancer"
"13",0.5,0.433,-1.71964777824079,1,"STES"
"10",0.5,0.415,-1.89927369306061,2,"LUAD"
"4",0.5,0.3,-1.93466891467237,3,"COAD_READ"
"15",0.5,0.109,-2.12403927844023,4,"UCEC"
"7",0.5,0.541,-2.23058515461996,5,"KIRC"
"2",0.5,0.423,-2.2390888740083,6,"BRCA_1"
"12",0.5,0.641,-2.24198610087472,7,"PRAD"
"1",0.5,0.2,-2.25603146235389,8,"BLCA"
"9",0.5,0.656,-2.25633375571709,9,"LIHC"
"8",0.5,0.305,-2.26112740797803,10,"KIRP"
"11",0.5,0.785,-2.26781577528334,11,"LUSC"
"3",0.5,0.195,-2.27501368500763,12,"BRCA_2"
"5",0.5,0.328,-2.28541976525267,13,"HNSC"
"14",0.5,0.427,-2.28759464563194,14,"THCA"
"6",0.5,0.363,-2.29538078373731,15,"KICH"
