"","likelihood","bart","expr","rank_size","cancer"
"14",0.5,0.189,3.91459671026012,1,"THCA"
"4",0.5,0.493,3.07994182605963,2,"COAD_READ"
"8",0.5,0.523,2.82239783730173,3,"KIRP"
"13",0.5,0.334,2.46764782888367,4,"STES"
"7",0.5,0.346,2.25668926294112,5,"KIRC"
"11",0.5,0.464,2.11602474599236,6,"LUSC"
"5",0.5,0.288,2.0242891406103,7,"HNSC"
"12",0.5,0.402,1.63353807543171,8,"PRAD"
"10",0.5,0.36,1.57643879284175,9,"LUAD"
"3",0.5,0.904,1.53373955280425,10,"BRCA_2"
"2",0.5,0.487,1.48407826922782,11,"BRCA_1"
"15",0.5,0.685,1.27293075104534,12,"UCEC"
"1",0.5,0.579,1.01128697689728,13,"BLCA"
"6",0.5,0.682,0.666545315827058,14,"KICH"
"9",0.5,0.371,-0.0546861262399783,15,"LIHC"
