"","likelihood","bart","expr","rank_size","cancer"
"5",0.5,0.887,3.2151454448958,1,"HNSC"
"4",0.5,0.778,3.04130915851299,2,"COAD_READ"
"11",0.5,0.643,3.01780849119624,3,"LUSC"
"15",0.5,0.478,2.96229896014997,4,"UCEC"
"3",0.5,0.352,2.93484693447829,5,"BRCA_2"
"1",0.5,0.343,2.69648847800268,6,"BLCA"
"14",0.5,0.857,2.67958583988554,7,"THCA"
"13",0.5,0.866,2.6387165923112,8,"STES"
"10",0.5,0.762,2.22735278156912,9,"LUAD"
"2",0.5,0.584,2.0272851520399,10,"BRCA_1"
"9",0.5,0.827,1.67176233322927,11,"LIHC"
"7",0.5,0.91,1.03567791155652,12,"KIRC"
"12",0.5,0.583,0.720150192603079,13,"PRAD"
"8",0.5,0.804,0.607623939436389,14,"KIRP"
"6",0.5,0.233,0.323854111648202,15,"KICH"
