"","likelihood","bart","expr","rank_size","cancer"
"4",0.5,0.381,1.18230943430292,1,"COAD_READ"
"13",0.5,0.197,-0.679036470325702,2,"STES"
"12",0.5,0.169,-1.23979257898639,3,"PRAD"
"15",0.5,0.726,-2.15655018939939,4,"UCEC"
"10",0.5,0.171,-2.17829959267146,5,"LUAD"
"11",0.5,0.227,-2.2230917282459,6,"LUSC"
"1",0.5,0.866,-2.2283145625464,7,"BLCA"
"5",0.5,0.101,-2.24144534313949,8,"HNSC"
"9",0.5,0.179,-2.24176353243226,9,"LIHC"
"3",0.5,0.573,-2.26252929050267,10,"BRCA_2"
"8",0.5,0.124,-2.28471611182393,11,"KIRP"
"7",0.5,0.121,-2.28536149963858,12,"KIRC"
"6",0.5,0.623,-2.28795333362984,13,"KICH"
"14",0.5,0.117,-2.28911745012455,14,"THCA"
"2",0.5,0.174,-2.29198062872311,15,"BRCA_1"
