"","likelihood","bart","expr","rank_size","cancer"
"7",0.5,0.56,1.31121851987184,1,"KIRC"
"8",0.5,0.825,1.14423417836639,2,"KIRP"
"12",0.5,0.745,0.00155661409078049,3,"PRAD"
"5",0.5,0.76,-0.448718730376815,4,"HNSC"
"13",0.5,0.751,-0.77857689374322,5,"STES"
"15",0.5,0.874,-1.00621135349232,6,"UCEC"
"2",0.5,0.876,-1.01488096923305,7,"BRCA_1"
"11",0.5,0.922,-1.13552945881293,8,"LUSC"
"3",0.5,0.808,-1.21505151068535,9,"BRCA_2"
"1",0.5,0.586,-1.29015247839153,10,"BLCA"
"14",0.5,0.741,-1.37782666038873,11,"THCA"
"4",0.5,0.759,-1.45624529962934,12,"COAD_READ"
"10",0.5,0.834,-1.66125521545146,13,"LUAD"
"6",0.5,0.843,-2.0298695018337,14,"KICH"
"9",0.5,0.902,-2.17448237667801,15,"LIHC"
