"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.194,2.00275143632002,1,"LUSC"
"3",0.5,0.504,1.99286880872744,2,"BRCA_2"
"5",0.5,0.512,1.80584932791226,3,"HNSC"
"7",0.5,0.841,1.63697753941328,4,"KIRC"
"13",0.5,0.357,1.59937554161427,5,"STES"
"10",0.5,0.305,1.37008438075269,6,"LUAD"
"15",0.5,0.197,1.19842588443255,7,"UCEC"
"4",0.5,0.229,1.05232202703775,8,"COAD_READ"
"2",0.5,0.385,0.853680435735038,9,"BRCA_1"
"8",0.5,0.783,0.440684338233506,10,"KIRP"
"14",0.5,0.448,0.158875065743943,11,"THCA"
"12",0.5,0.391,0.152887988374758,12,"PRAD"
"1",0.5,0.159,-0.0653771270674986,13,"BLCA"
"9",0.5,0.222,-0.207312912051801,14,"LIHC"
"6",0.5,0.469,-0.239000860781406,15,"KICH"
