"","likelihood","bart","expr","rank_size","cancer"
"13",0.5,0.836,0.755070379772839,1,"STES"
"10",0.5,0.769,0.719403699934059,2,"LUAD"
"1",0.5,0.443,0.701694836777151,3,"BLCA"
"11",0.5,0.673,0.595250002860955,4,"LUSC"
"2",0.5,0.592,0.493775931641601,5,"BRCA_1"
"15",0.5,0.604,0.472289010622132,6,"UCEC"
"7",0.5,0.89,0.42461223154592,7,"KIRC"
"14",0.5,0.744,0.362947534110384,8,"THCA"
"3",0.5,0.51,0.359245020546036,9,"BRCA_2"
"4",0.5,0.848,0.284225656479678,10,"COAD_READ"
"12",0.5,0.536,0.283134335520171,11,"PRAD"
"8",0.5,0.84,0.251516261231106,12,"KIRP"
"5",0.5,0.885,0.204250645504486,13,"HNSC"
"9",0.5,0.71,-0.201721936363493,14,"LIHC"
"6",0.5,0.249,-0.664357749124791,15,"KICH"
