"","likelihood","bart","expr","rank_size","cancer"
"3",0.5,0.612,1.24398770214071,1,"BRCA_2"
"4",0.5,0.363,1.06560246455849,2,"COAD_READ"
"13",0.5,0.66,0.902316990215623,3,"STES"
"11",0.5,0.875,0.882309385443247,4,"LUSC"
"5",0.5,0.228,0.800281530460365,5,"HNSC"
"15",0.5,0.931,0.65646291349514,6,"UCEC"
"1",0.5,0.332,0.470974496066585,7,"BLCA"
"2",0.5,0.612,0.215902647401238,8,"BRCA_1"
"10",0.5,0.899,0.132774327460742,9,"LUAD"
"9",0.5,0.441,-0.773724333163025,10,"LIHC"
"7",0.5,0.326,-0.807863085527678,11,"KIRC"
"14",0.5,0.663,-0.944897364342605,12,"THCA"
"12",0.5,0.522,-1.08878021632645,13,"PRAD"
"8",0.5,0.679,-1.10974092140324,14,"KIRP"
"6",0.5,0.358,-1.50631934735349,15,"KICH"
