"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.523,4.29434993538925,1,"BLCA"
"2",0.5,0.805,3.46789857727329,7,"BRCA_1"
"3",0.5,0.252,3.28733749694673,9,"BRCA_2"
"4",0.5,0.709,3.6923597011479,5,"COAD_READ"
"5",0.5,0.252,3.20556102902694,10,"HNSC"
"6",0.5,0.62,2.01409543631627,15,"KICH"
"7",0.5,0.476,3.17312565063291,11,"KIRC"
"8",0.5,0.471,3.12403028686094,12,"KIRP"
"9",0.5,0.563,2.71393740324884,14,"LIHC"
"10",0.5,0.843,3.08978913963629,13,"LUAD"
"11",0.5,0.554,3.47975498359904,6,"LUSC"
"12",0.5,0.877,3.79330530994299,3,"PRAD"
"13",0.5,0.843,3.79593714478255,2,"STES"
"14",0.5,0.586,3.69712666223925,4,"THCA"
"15",0.5,0.894,3.41032065606862,8,"UCEC"
