"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.73,0.051733856668596,1,"LUSC"
"10",0.5,0.55,-0.410332219417647,2,"LUAD"
"13",0.5,0.516,-0.440626034982634,3,"STES"
"4",0.5,0.315,-0.708639663588508,4,"COAD_READ"
"1",0.5,0.084,-1.56046107950728,5,"BLCA"
"5",0.5,0.391,-1.81590073867824,6,"HNSC"
"15",0.5,0.105,-1.89747461030137,7,"UCEC"
"12",0.5,0.744,-1.9721026973263,8,"PRAD"
"9",0.5,0.573,-2.00816486968266,9,"LIHC"
"3",0.5,0.083,-2.04492419483792,10,"BRCA_2"
"6",0.5,0.525,-2.12622357505846,11,"KICH"
"2",0.5,0.553,-2.18122520637136,12,"BRCA_1"
"7",0.5,0.476,-2.24437598775617,13,"KIRC"
"8",0.5,0.354,-2.24450727509166,14,"KIRP"
"14",0.5,0.379,-2.25698379726616,15,"THCA"
