"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.257,0.581055117841762,1,"LUSC"
"14",0.5,0.245,0.480674513693307,2,"THCA"
"6",0.5,0.843,0.287793461377616,3,"KICH"
"5",0.5,0.348,0.176479028075934,4,"HNSC"
"8",0.5,0.165,0.154431301740009,5,"KIRP"
"13",0.5,0.171,0.114712512463148,6,"STES"
"15",0.5,0.476,0.0344539133524361,7,"UCEC"
"7",0.5,0.275,0.017395762104844,8,"KIRC"
"12",0.5,0.354,-0.0655264438670183,9,"PRAD"
"4",0.5,0.163,-0.109659519624772,10,"COAD_READ"
"2",0.5,0.382,-0.233328268851491,11,"BRCA_1"
"10",0.5,0.18,-0.251188434082995,12,"LUAD"
"3",0.5,0.505,-0.258530155688634,13,"BRCA_2"
"1",0.5,0.731,-0.540577077175108,14,"BLCA"
"9",0.5,0.329,-1.08014926948652,15,"LIHC"
