"","likelihood","bart","expr","rank_size","cancer"
"2",0.5,0.524,1.48844449773683,1,"BRCA_1"
"13",0.5,0.284,1.24634048657912,2,"STES"
"6",0.5,0.735,1.17562924719363,3,"KICH"
"12",0.5,0.398,1.09903824984923,4,"PRAD"
"4",0.5,0.374,1.07881441410507,5,"COAD_READ"
"3",0.5,0.333,1.06860393300973,6,"BRCA_2"
"9",0.5,0.468,1.02495677252421,7,"LIHC"
"7",0.5,0.168,0.968030481113423,8,"KIRC"
"10",0.5,0.365,0.958441716834638,9,"LUAD"
"11",0.5,0.598,0.898392870812021,10,"LUSC"
"14",0.5,0.229,0.840186602949331,11,"THCA"
"1",0.5,0.415,0.762566114040227,12,"BLCA"
"15",0.5,0.352,0.641781116077074,13,"UCEC"
"8",0.5,0.396,0.604999111720333,14,"KIRP"
"5",0.5,0.389,0.428150952452438,15,"HNSC"
