"","likelihood","bart","expr","rank_size","cancer"
"13",0.5,0.331,0.951037002456814,1,"STES"
"8",0.5,0.259,0.71040705866383,2,"KIRP"
"1",0.5,0.829,0.499840263270339,3,"BLCA"
"7",0.5,0.211,0.432816589581193,4,"KIRC"
"15",0.5,0.731,0.352786968720414,5,"UCEC"
"10",0.5,0.323,0.28886668720492,6,"LUAD"
"11",0.5,0.4,0.265552804810654,7,"LUSC"
"14",0.5,0.188,0.19246887749152,8,"THCA"
"4",0.5,0.317,0.188891662103625,9,"COAD_READ"
"12",0.5,0.389,0.0468024363537708,10,"PRAD"
"3",0.5,0.667,-0.038158020956019,11,"BRCA_2"
"2",0.5,0.421,-0.0537037721281663,12,"BRCA_1"
"9",0.5,0.314,-0.290521831539376,13,"LIHC"
"5",0.5,0.505,-0.303359635728511,14,"HNSC"
"6",0.5,0.772,-0.324905456102636,15,"KICH"
