"","likelihood","bart","expr","rank_size","cancer"
"6",0.5,0.293,1.49976416689696,1,"KICH"
"7",0.5,0.877,1.45758008835279,2,"KIRC"
"2",0.5,0.236,1.38816420161526,3,"BRCA_1"
"11",0.5,0.188,1.34927507713886,4,"LUSC"
"3",0.5,0.712,1.24709139460954,5,"BRCA_2"
"4",0.5,0.117,1.24664851591804,6,"COAD_READ"
"13",0.5,0.305,1.24628195279018,7,"STES"
"10",0.5,0.287,1.24618681450032,8,"LUAD"
"14",0.5,0.413,1.23416711122103,9,"THCA"
"8",0.5,0.876,1.00928275372075,10,"KIRP"
"5",0.5,0.556,0.899255117723259,11,"HNSC"
"1",0.5,0.105,0.869743176877622,12,"BLCA"
"15",0.5,0.135,0.839550042568089,13,"UCEC"
"12",0.5,0.299,0.727989298029026,14,"PRAD"
"9",0.5,0.139,0.648754353193206,15,"LIHC"
