"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.386,3.16815267657594,3,"BLCA"
"2",0.5,0.184,2.75301660773238,8,"BRCA_1"
"3",0.5,0.239,2.91420061443944,5,"BRCA_2"
"4",0.5,0.304,3.13061803506656,4,"COAD_READ"
"5",0.5,0.436,2.66545132189879,10,"HNSC"
"6",0.5,0.43,2.35707755729757,15,"KICH"
"7",0.5,0.353,2.57212824856592,12,"KIRC"
"8",0.5,0.394,2.66087597801596,11,"KIRP"
"9",0.5,0.244,2.41220165533319,14,"LIHC"
"10",0.5,0.218,2.79037788602986,6,"LUAD"
"11",0.5,0.262,3.4575475695356,1,"LUSC"
"12",0.5,0.17,2.78543137669191,7,"PRAD"
"13",0.5,0.356,2.68434763333403,9,"STES"
"14",0.5,0.209,2.50819729890905,13,"THCA"
"15",0.5,0.22,3.36390354549328,2,"UCEC"
