"","likelihood","bart","expr","rank_size","cancer"
"12",0.5,0.17,1.48584161503773,1,"PRAD"
"7",0.5,0.877,0.516222061684296,2,"KIRC"
"14",0.5,0.66,0.0533718299779183,3,"THCA"
"9",0.5,0.085,-0.0732710097083311,4,"LIHC"
"6",0.5,0.095,-0.196649427656011,5,"KICH"
"8",0.5,0.82,-0.238845517041996,6,"KIRP"
"10",0.5,0.129,-0.63983521321841,7,"LUAD"
"13",0.5,0.201,-0.77036005296771,8,"STES"
"2",0.5,0.104,-0.881167510523919,9,"BRCA_1"
"11",0.5,0.088,-1.50870421077793,10,"LUSC"
"1",0.5,0.05,-1.60501525550051,11,"BLCA"
"3",0.5,0.386,-1.65563370972331,12,"BRCA_2"
"5",0.5,0.336,-1.7540244406201,13,"HNSC"
"4",0.5,0.121,-1.87840640822908,14,"COAD_READ"
"15",0.5,0.069,-1.93412595928633,15,"UCEC"
