"","likelihood","bart","expr","rank_size","cancer"
"13",0.5,0.407,2.1626154538771,1,"STES"
"2",0.5,0.261,2.065736779821,2,"BRCA_1"
"4",0.5,0.563,2.06180129345947,3,"COAD_READ"
"3",0.5,0.548,1.87581519481339,4,"BRCA_2"
"6",0.5,0.248,1.85918832433961,5,"KICH"
"12",0.5,0.243,1.84957474067125,6,"PRAD"
"8",0.5,0.252,1.80146073840017,7,"KIRP"
"10",0.5,0.281,1.78951750533943,8,"LUAD"
"7",0.5,0.294,1.77647175162417,9,"KIRC"
"1",0.5,0.814,1.77253650603588,10,"BLCA"
"14",0.5,0.178,1.76754061373677,11,"THCA"
"11",0.5,0.313,1.72220250904804,12,"LUSC"
"15",0.5,0.615,1.64086484626949,13,"UCEC"
"5",0.5,0.305,1.53855995436057,14,"HNSC"
"9",0.5,0.283,1.16299450693341,15,"LIHC"
