"","likelihood","bart","expr","rank_size","cancer"
"15",0.5,0.508,3.02989066651694,1,"UCEC"
"2",0.5,0.582,2.83273970393523,2,"BRCA_1"
"14",0.5,0.465,2.6895826245897,3,"THCA"
"12",0.5,0.317,2.61655408784974,4,"PRAD"
"1",0.5,0.584,2.53458056347488,5,"BLCA"
"3",0.5,0.698,2.26542582912792,6,"BRCA_2"
"6",0.5,0.866,2.26191755411975,7,"KICH"
"10",0.5,0.388,2.25059926562149,8,"LUAD"
"11",0.5,0.657,2.19969901344299,9,"LUSC"
"4",0.5,0.326,2.19521089314864,10,"COAD_READ"
"8",0.5,0.563,2.12942125122904,11,"KIRP"
"7",0.5,0.179,2.00966368962068,12,"KIRC"
"13",0.5,0.171,2.00527136224999,13,"STES"
"9",0.5,0.587,1.75740584383094,14,"LIHC"
"5",0.5,0.478,1.16666637195264,15,"HNSC"
