"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.226,3.13808984366896,5,"BLCA"
"2",0.5,0.397,3.26062492679465,4,"BRCA_1"
"3",0.5,0.119,3.09374527229666,8,"BRCA_2"
"4",0.5,0.267,2.66028659865408,14,"COAD_READ"
"5",0.5,0.318,3.10047473085362,6,"HNSC"
"6",0.5,0.371,3.03116795877903,9,"KICH"
"7",0.5,0.847,2.92743796499427,10,"KIRC"
"8",0.5,0.41,2.80838137256345,13,"KIRP"
"9",0.5,0.469,1.79270531341053,15,"LIHC"
"10",0.5,0.342,3.0947169048267,7,"LUAD"
"11",0.5,0.309,3.33971039322478,2,"LUSC"
"12",0.5,0.568,2.91297124026871,11,"PRAD"
"13",0.5,0.402,2.88049787558109,12,"STES"
"14",0.5,0.513,3.41934882120963,1,"THCA"
"15",0.5,0.173,3.31703516561392,3,"UCEC"
