"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.263,-1.27240576856234,11,"BLCA"
"2",0.5,0.128,-0.501256543465542,6,"BRCA_1"
"3",0.5,0.257,-0.589277987165824,8,"BRCA_2"
"4",0.5,0.111,-0.584761809392922,7,"COAD_READ"
"5",0.5,0.212,-0.236973543742642,3,"HNSC"
"6",0.5,0.616,-1.82099080620546,15,"KICH"
"7",0.5,0.52,-0.451345461786529,5,"KIRC"
"8",0.5,0.548,-1.73585369149261,13,"KIRP"
"9",0.5,0.08,-1.80198137146024,14,"LIHC"
"10",0.5,0.17,-0.316550778791991,4,"LUAD"
"11",0.5,0.17,0.681616462419829,1,"LUSC"
"12",0.5,0.087,-0.611736541497035,9,"PRAD"
"13",0.5,0.123,0.405405518072578,2,"STES"
"14",0.5,0.441,-1.36233346022699,12,"THCA"
"15",0.5,0.375,-1.04302866960293,10,"UCEC"
