"","likelihood","bart","expr","rank_size","cancer"
"2",0.5,0.156,2.39127020364317,1,"BRCA_1"
"10",0.5,0.055,2.37293985485271,2,"LUAD"
"13",0.5,0.093,2.34987928324025,3,"STES"
"14",0.5,0.0679999999999999,2.26114002458906,4,"THCA"
"12",0.5,0.0580000000000001,2.25486745028881,5,"PRAD"
"3",0.5,0.544,2.19387958412687,6,"BRCA_2"
"4",0.5,0.217,2.16119016424413,7,"COAD_READ"
"6",0.5,0.889,2.04643355884288,8,"KICH"
"7",0.5,0.048,2.03384790842313,9,"KIRC"
"11",0.5,0.286,1.89519444013209,10,"LUSC"
"9",0.5,0.124,1.73091153106755,11,"LIHC"
"15",0.5,0.494,1.73022394994545,12,"UCEC"
"8",0.5,0.32,1.698712860705,13,"KIRP"
"1",0.5,0.788,1.63943107637052,14,"BLCA"
"5",0.5,0.252,1.33200720188153,15,"HNSC"
