"","likelihood","bart","expr","rank_size","cancer"
"15",0.5,0.436,3.51473293897226,1,"UCEC"
"3",0.5,0.368,3.20522788076093,2,"BRCA_2"
"11",0.5,0.458,2.92650643956093,3,"LUSC"
"10",0.5,0.71,2.84401239046362,4,"LUAD"
"2",0.5,0.633,2.59191915545501,5,"BRCA_1"
"6",0.5,0.198,2.36807940881299,6,"KICH"
"5",0.5,0.811,2.22315342921031,7,"HNSC"
"8",0.5,0.568,2.20139110502704,8,"KIRP"
"4",0.5,0.818,2.1108063635648,9,"COAD_READ"
"12",0.5,0.498,2.03059650007918,10,"PRAD"
"7",0.5,0.761,1.89254561794027,11,"KIRC"
"13",0.5,0.824,1.79355857944839,12,"STES"
"1",0.5,0.561,1.72403289493974,13,"BLCA"
"14",0.5,0.685,1.60387633665803,14,"THCA"
"9",0.5,0.85,1.51957332769602,15,"LIHC"
