"","likelihood","bart","expr","rank_size","cancer"
"6",0.5,0.373,2.80894162599511,1,"KICH"
"2",0.5,0.262,1.93915587318667,2,"BRCA_1"
"15",0.5,0.852,1.6961602790497,3,"UCEC"
"14",0.5,0.19,1.64430498227416,4,"THCA"
"8",0.5,0.264,1.53027851369938,5,"KIRP"
"12",0.5,0.242,1.27796755386214,6,"PRAD"
"7",0.5,0.165,1.14891582115012,7,"KIRC"
"3",0.5,0.625,1.00641142596471,8,"BRCA_2"
"11",0.5,0.348,0.854403931113788,9,"LUSC"
"10",0.5,0.357,0.746145518959925,10,"LUAD"
"13",0.5,0.248,0.353349881256132,11,"STES"
"1",0.5,0.74,-0.0183071957641193,12,"BLCA"
"4",0.5,0.362,-0.486406765284314,13,"COAD_READ"
"5",0.5,0.075,-0.585129022096268,14,"HNSC"
"9",0.5,0.195,-1.06649441777467,15,"LIHC"
