"","likelihood","bart","expr","rank_size","cancer"
"4",0.5,0.456,0.98668419440337,1,"COAD_READ"
"13",0.5,0.435,0.519375740458111,2,"STES"
"7",0.5,0.149,-0.208736364909634,3,"KIRC"
"2",0.5,0.36,-0.498426900567429,4,"BRCA_1"
"10",0.5,0.419,-0.526479602144607,5,"LUAD"
"9",0.5,0.289,-0.685095996629444,6,"LIHC"
"1",0.5,0.784,-0.787790706967777,7,"BLCA"
"12",0.5,0.223,-0.820332058727543,8,"PRAD"
"11",0.5,0.62,-0.837049190997467,9,"LUSC"
"5",0.5,0.201,-1.02971700370993,10,"HNSC"
"3",0.5,0.825,-1.07010307335113,11,"BRCA_2"
"8",0.5,0.339,-1.16227489899119,12,"KIRP"
"14",0.5,0.261,-1.34357641794217,13,"THCA"
"15",0.5,0.888,-1.37435916393421,14,"UCEC"
"6",0.5,0.728,-1.51138616203636,15,"KICH"
