"","likelihood","bart","expr","rank_size","cancer"
"2",0.5,0.804,1.76804828947519,1,"BRCA_1"
"3",0.5,0.56,1.76459384780318,2,"BRCA_2"
"14",0.5,0.926,1.6919250414926,3,"THCA"
"12",0.5,0.529,1.68396836045117,4,"PRAD"
"11",0.5,0.703,1.66608268215823,5,"LUSC"
"1",0.5,0.221,1.63109203607498,6,"BLCA"
"10",0.5,0.815,1.56978051954284,7,"LUAD"
"5",0.5,0.765,1.56479735332305,8,"HNSC"
"4",0.5,0.895,1.54195368551573,9,"COAD_READ"
"15",0.5,0.684,1.53687781540025,10,"UCEC"
"13",0.5,0.822,1.50584240956999,11,"STES"
"7",0.5,0.729,1.42458770475944,12,"KIRC"
"8",0.5,0.849,1.38844428230871,13,"KIRP"
"6",0.5,0.579,1.17771821796181,14,"KICH"
"9",0.5,0.63,0.640803790868661,15,"LIHC"
