"","likelihood","bart","expr","rank_size","cancer"
"2",0.5,0.632,3.32519406991353,1,"BRCA_1"
"3",0.5,0.483,3.19023849573592,2,"BRCA_2"
"1",0.5,0.679,3.01607495121887,3,"BLCA"
"11",0.5,0.492,3.00707509183327,4,"LUSC"
"4",0.5,0.575,2.99139552211399,5,"COAD_READ"
"13",0.5,0.496,2.97129844521602,6,"STES"
"15",0.5,0.595,2.87517720667991,7,"UCEC"
"12",0.5,0.451,2.87166578010523,8,"PRAD"
"10",0.5,0.513,2.77681917961177,9,"LUAD"
"14",0.5,0.494,2.73623164498171,10,"THCA"
"7",0.5,0.657,2.68449971089061,11,"KIRC"
"6",0.5,0.412,2.67993969949725,12,"KICH"
"5",0.5,0.589,2.61239234750123,13,"HNSC"
"8",0.5,0.722,2.55658560571825,14,"KIRP"
"9",0.5,0.717,2.05101648759567,15,"LIHC"
