"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.535,2.22735592398405,1,"LUSC"
"14",0.5,0.71,1.97219528316252,2,"THCA"
"13",0.5,0.642,1.80732287876231,3,"STES"
"5",0.5,0.797,1.80556058870654,4,"HNSC"
"7",0.5,0.569,1.76688226836768,5,"KIRC"
"1",0.5,0.744,1.76019269364752,6,"BLCA"
"10",0.5,0.841,1.71009865545089,7,"LUAD"
"6",0.5,0.146,1.65574364319795,8,"KICH"
"8",0.5,0.656,1.63126152366815,9,"KIRP"
"3",0.5,0.792,1.62327732592068,10,"BRCA_2"
"12",0.5,0.848,1.55381523855752,11,"PRAD"
"2",0.5,0.853,1.52182046263752,12,"BRCA_1"
"4",0.5,0.832,1.47297930666192,13,"COAD_READ"
"15",0.5,0.617,1.42510746461814,14,"UCEC"
"9",0.5,0.872,0.591443366622162,15,"LIHC"
