"","likelihood","bart","expr","rank_size","cancer"
"13",0.5,0.59,2.05543732050508,1,"STES"
"2",0.5,0.669,1.79826856081348,2,"BRCA_1"
"3",0.5,0.857,1.76182307456942,3,"BRCA_2"
"11",0.5,0.816,1.59530681743277,4,"LUSC"
"7",0.5,0.121,1.52553723834028,5,"KIRC"
"14",0.5,0.647,1.50398823864917,6,"THCA"
"10",0.5,0.496,1.48810749008683,7,"LUAD"
"12",0.5,0.371,1.40710076614592,8,"PRAD"
"15",0.5,0.792,1.39682327345886,9,"UCEC"
"1",0.5,0.784,1.33799572196017,10,"BLCA"
"8",0.5,0.789,1.13202374968891,11,"KIRP"
"5",0.5,0.706,1.11615807849857,12,"HNSC"
"4",0.5,0.726,1.01449066318514,13,"COAD_READ"
"6",0.5,0.93,0.44025867868059,14,"KICH"
"9",0.5,0.66,0.402808503084122,15,"LIHC"
