"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.833,2.41754625890271,1,"LUSC"
"3",0.5,0.928,2.25347469625634,2,"BRCA_2"
"2",0.5,0.788,2.18077716074454,3,"BRCA_1"
"10",0.5,0.766,2.14886096006482,4,"LUAD"
"1",0.5,0.953,2.12880570879371,5,"BLCA"
"15",0.5,0.928,2.08840120499974,6,"UCEC"
"13",0.5,0.816,2.08431278967691,7,"STES"
"4",0.5,0.906,2.07323463533662,8,"COAD_READ"
"12",0.5,0.703,1.94814287176479,9,"PRAD"
"5",0.5,0.655,1.91401278031719,10,"HNSC"
"6",0.5,0.808,1.84648561430132,11,"KICH"
"7",0.5,0.449,1.79278471954215,12,"KIRC"
"14",0.5,0.676,1.74762211497723,13,"THCA"
"8",0.5,0.772,1.74711350891642,14,"KIRP"
"9",0.5,0.844,1.30109773224753,15,"LIHC"
