"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.149,-2.27862938360254,8,"BLCA"
"2",0.5,0.41,-2.28039907144131,9,"BRCA_1"
"3",0.5,0.115,-2.28271316053971,10,"BRCA_2"
"4",0.5,0.388,-2.29293780323343,14,"COAD_READ"
"5",0.5,0.462,-2.25113372767901,3,"HNSC"
"6",0.5,0.288,-2.29813208307499,15,"KICH"
"7",0.5,0.776,-2.25657329276515,4,"KIRC"
"8",0.5,0.433,-2.26833978559263,5,"KIRP"
"9",0.5,0.426,-2.29039319407073,13,"LIHC"
"10",0.5,0.479,-2.28657664818887,11,"LUAD"
"11",0.5,0.5,-2.27828080794173,7,"LUSC"
"12",0.5,0.722,-2.27691843728676,6,"PRAD"
"13",0.5,0.684,-2.1480250034879,1,"STES"
"14",0.5,0.54,-2.29006453771338,12,"THCA"
"15",0.5,0.128,-2.2346100666177,2,"UCEC"
