"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.227,2.13416332540766,1,"LUSC"
"5",0.5,0.149,1.85879569325019,2,"HNSC"
"10",0.5,0.153,1.47687367694817,3,"LUAD"
"7",0.5,0.174,1.45544604321998,4,"KIRC"
"14",0.5,0.139,1.44456350868694,5,"THCA"
"1",0.5,0.242,1.33701360143724,6,"BLCA"
"15",0.5,0.164,1.33596133580519,7,"UCEC"
"3",0.5,0.306,1.23549527922801,8,"BRCA_2"
"6",0.5,0.114,1.23357750834651,9,"KICH"
"12",0.5,0.121,1.19944420927933,10,"PRAD"
"8",0.5,0.088,1.17975799898742,11,"KIRP"
"2",0.5,0.104,1.05235978091103,12,"BRCA_1"
"13",0.5,0.134,0.83237989007005,13,"STES"
"4",0.5,0.21,0.703987903864045,14,"COAD_READ"
"9",0.5,0.105,0.312369116946111,15,"LIHC"
