"","likelihood","bart","expr","rank_size","cancer"
"13",0.5,0.369,3.06529519279242,1,"STES"
"3",0.5,0.855,2.90138447588918,2,"BRCA_2"
"7",0.5,0.887,2.89119456287524,3,"KIRC"
"10",0.5,0.171,2.81259036873697,4,"LUAD"
"12",0.5,0.211,2.7693590821701,5,"PRAD"
"14",0.5,0.815,2.71640336525979,6,"THCA"
"2",0.5,0.267,2.67972660749791,7,"BRCA_1"
"15",0.5,0.441,2.67654522189701,8,"UCEC"
"11",0.5,0.08,2.66146537618538,9,"LUSC"
"4",0.5,0.136,2.62910160259477,10,"COAD_READ"
"5",0.5,0.651,2.52884699444239,11,"HNSC"
"1",0.5,0.103,2.46388752166623,12,"BLCA"
"8",0.5,0.914,2.22020075356184,13,"KIRP"
"9",0.5,0.123,1.89239931232417,14,"LIHC"
"6",0.5,0.283,1.78558515802865,15,"KICH"
