"","likelihood","bart","expr","rank_size","cancer"
"6",0.5,0.515,-1.9285935502765,1,"KICH"
"2",0.5,0.876,-1.98328821307098,2,"BRCA_1"
"13",0.5,0.689,-2.04542944144509,3,"STES"
"8",0.5,0.703,-2.06139000582125,4,"KIRP"
"3",0.5,0.575,-2.07155606166094,5,"BRCA_2"
"12",0.5,0.858,-2.0870642960889,6,"PRAD"
"15",0.5,0.71,-2.09703564157579,7,"UCEC"
"10",0.5,0.811,-2.10485563539356,8,"LUAD"
"11",0.5,0.792,-2.11762595809789,9,"LUSC"
"14",0.5,0.671,-2.14432823496788,10,"THCA"
"1",0.5,0.523,-2.1602438874837,11,"BLCA"
"4",0.5,0.807,-2.16043822549674,12,"COAD_READ"
"9",0.5,0.861,-2.18074201147071,13,"LIHC"
"7",0.5,0.797,-2.19891703125828,14,"KIRC"
"5",0.5,0.569,-2.21534648468432,15,"HNSC"
