"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.324,3.42159573297417,7,"BLCA"
"2",0.5,0.159,2.55070069533446,15,"BRCA_1"
"3",0.5,0.122,2.62740383307328,14,"BRCA_2"
"4",0.5,0.599,2.88701720741781,12,"COAD_READ"
"5",0.5,0.547,3.21674667094847,10,"HNSC"
"6",0.5,0.282,2.73522756328726,13,"KICH"
"7",0.5,0.693,3.77367524570741,2,"KIRC"
"8",0.5,0.522,3.63656799417927,4,"KIRP"
"9",0.5,0.184,3.61010351750997,5,"LIHC"
"10",0.5,0.192,3.76158894622497,3,"LUAD"
"11",0.5,0.143,3.37480412134166,8,"LUSC"
"12",0.5,0.221,3.3587834897721,9,"PRAD"
"13",0.5,0.657,3.90765687279337,1,"STES"
"14",0.5,0.538,3.48775002393404,6,"THCA"
"15",0.5,0.322,3.05911523713447,11,"UCEC"
