"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.173,2.66614877734147,1,"LUSC"
"15",0.5,0.522,2.56343371221147,2,"UCEC"
"4",0.5,0.569,2.42911671359184,3,"COAD_READ"
"5",0.5,0.078,2.40718570820658,4,"HNSC"
"3",0.5,0.223,2.38616371660207,5,"BRCA_2"
"1",0.5,0.748,2.29417348477237,6,"BLCA"
"2",0.5,0.124,2.1464278912938,7,"BRCA_1"
"8",0.5,0.079,2.12982699348691,8,"KIRP"
"10",0.5,0.215,2.07120426468091,9,"LUAD"
"12",0.5,0.204,2.03013220454279,10,"PRAD"
"13",0.5,0.396,1.74712759836504,11,"STES"
"6",0.5,0.194,1.58782792541015,12,"KICH"
"7",0.5,0.159,1.50823163763154,13,"KIRC"
"14",0.5,0.122,1.49524360622618,14,"THCA"
"9",0.5,0.146,1.39412304752902,15,"LIHC"
