"","likelihood","bart","expr","rank_size","cancer"
"14",0.5,0.294,2.27385715256084,1,"THCA"
"13",0.5,0.639,2.18709235053741,2,"STES"
"2",0.5,0.549,2.13656614754072,3,"BRCA_1"
"7",0.5,0.319,2.056413113532,4,"KIRC"
"3",0.5,0.766,1.99497340298895,5,"BRCA_2"
"5",0.5,0.426,1.98877861418168,6,"HNSC"
"12",0.5,0.526,1.94274683981076,7,"PRAD"
"10",0.5,0.529,1.89841969293445,8,"LUAD"
"11",0.5,0.541,1.88597334177993,9,"LUSC"
"8",0.5,0.621,1.71460976146061,10,"KIRP"
"4",0.5,0.827,1.71228491762244,11,"COAD_READ"
"6",0.5,0.365,1.66568248475344,12,"KICH"
"15",0.5,0.756,1.57229005248662,13,"UCEC"
"1",0.5,0.866,1.54782760081702,14,"BLCA"
"9",0.5,0.64,1.22791041743736,15,"LIHC"
