"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.797,1.32648232835063,1,"BLCA"
"15",0.5,0.89,1.23447702399106,2,"UCEC"
"3",0.5,0.724,1.13308056043202,3,"BRCA_2"
"5",0.5,0.641,0.821600105286274,4,"HNSC"
"11",0.5,0.513,0.680339970157537,5,"LUSC"
"8",0.5,0.465,0.664062755138007,6,"KIRP"
"13",0.5,0.783,0.585320978258542,7,"STES"
"2",0.5,0.626,0.374315647281378,8,"BRCA_1"
"4",0.5,0.83,0.351227388470727,9,"COAD_READ"
"10",0.5,0.726,0.149137140414482,10,"LUAD"
"7",0.5,0.643,-0.043627718475473,11,"KIRC"
"14",0.5,0.49,-0.386675023729925,12,"THCA"
"9",0.5,0.591,-0.545130760834708,13,"LIHC"
"12",0.5,0.673,-0.638966472095049,14,"PRAD"
"6",0.5,0.211,-0.729572784649155,15,"KICH"
