"","likelihood","bart","expr","rank_size","cancer"
"5",0.5,0.338,3.60478895315077,1,"HNSC"
"11",0.5,0.359,3.56682643048417,2,"LUSC"
"14",0.5,0.297,3.50283720533516,3,"THCA"
"2",0.5,0.32,3.49807753511186,4,"BRCA_1"
"15",0.5,0.748,3.43037442096007,5,"UCEC"
"13",0.5,0.302,3.27368512045118,6,"STES"
"7",0.5,0.292,3.27322171113719,7,"KIRC"
"10",0.5,0.307,3.2731306127038,8,"LUAD"
"3",0.5,0.738,3.25044019978046,9,"BRCA_2"
"1",0.5,0.804,3.24514677572151,10,"BLCA"
"4",0.5,0.32,3.13381920064939,11,"COAD_READ"
"12",0.5,0.32,3.12890342656588,12,"PRAD"
"6",0.5,0.857,3.12536956495376,13,"KICH"
"8",0.5,0.308,3.11432926256578,14,"KIRP"
"9",0.5,0.305,2.14090939977121,15,"LIHC"
