"","likelihood","bart","expr","rank_size","cancer"
"2",0.5,0.907,1.86595326117448,1,"BRCA_1"
"15",0.5,0.775,1.86443718033771,2,"UCEC"
"3",0.5,0.627,1.61324805343779,3,"BRCA_2"
"12",0.5,0.656,1.51982772524489,4,"PRAD"
"11",0.5,0.508,1.46650922337875,5,"LUSC"
"10",0.5,0.68,1.45256547528606,6,"LUAD"
"1",0.5,0.83,1.43562759969858,7,"BLCA"
"13",0.5,0.552,1.30801885444767,8,"STES"
"4",0.5,0.713,1.23414173272967,9,"COAD_READ"
"8",0.5,0.469,1.21445149662557,10,"KIRP"
"7",0.5,0.524,1.14616679132883,11,"KIRC"
"5",0.5,0.279,1.06444261166163,12,"HNSC"
"14",0.5,0.433,1.05672991507233,13,"THCA"
"6",0.5,0.343,0.938783671989368,14,"KICH"
"9",0.5,0.564,0.547831784314813,15,"LIHC"
