"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.683,2.98495418839218,6,"BLCA"
"2",0.5,0.326,3.31767694159751,2,"BRCA_1"
"3",0.5,0.235,3.06053667825808,4,"BRCA_2"
"4",0.5,0.31,2.93430453788136,8,"COAD_READ"
"5",0.5,0.121,3.04267005700678,5,"HNSC"
"6",0.5,0.353,2.13647715083709,15,"KICH"
"7",0.5,0.142,2.50949064566238,13,"KIRC"
"8",0.5,0.138,2.24632358374817,14,"KIRP"
"9",0.5,0.173,2.76823322043583,10,"LIHC"
"10",0.5,0.23,2.97578649874509,7,"LUAD"
"11",0.5,0.14,2.73411195142805,11,"LUSC"
"12",0.5,0.174,3.37527300660464,1,"PRAD"
"13",0.5,0.268,3.11811569084412,3,"STES"
"14",0.5,0.175,2.68346369387081,12,"THCA"
"15",0.5,0.612,2.90929783325331,9,"UCEC"
