"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.908,2.86590167382637,8,"BLCA"
"2",0.5,0.884,3.2108463675086,2,"BRCA_1"
"3",0.5,0.915,3.09906299299221,3,"BRCA_2"
"4",0.5,0.793,2.62892351716846,11,"COAD_READ"
"5",0.5,0.852,2.8031819531763,10,"HNSC"
"6",0.5,0.852,2.59270772601466,12,"KICH"
"7",0.5,0.539,2.96810856983166,5,"KIRC"
"8",0.5,0.862,2.57800544355873,14,"KIRP"
"9",0.5,0.85,2.08139065243242,15,"LIHC"
"10",0.5,0.81,2.95981411688905,6,"LUAD"
"11",0.5,0.881,2.84159042688678,9,"LUSC"
"12",0.5,0.824,2.95468776384797,7,"PRAD"
"13",0.5,0.828,3.32260690781317,1,"STES"
"14",0.5,0.815,2.97712766271179,4,"THCA"
"15",0.5,0.894,2.58456472144305,13,"UCEC"
