"","likelihood","bart","expr","rank_size","cancer"
"15",0.5,0.807,1.50929281251909,1,"UCEC"
"14",0.5,0.326,1.4950310998418,2,"THCA"
"12",0.5,0.394,1.39996738303382,3,"PRAD"
"1",0.5,0.804,1.38706747956807,4,"BLCA"
"3",0.5,0.71,1.34042248745783,5,"BRCA_2"
"2",0.5,0.532,1.30746082458101,6,"BRCA_1"
"10",0.5,0.533,1.29994284766664,7,"LUAD"
"4",0.5,0.739,1.29477664385256,8,"COAD_READ"
"6",0.5,0.498,1.22899230860083,9,"KICH"
"8",0.5,0.452,1.19476616501846,10,"KIRP"
"11",0.5,0.444,1.1854959815379,11,"LUSC"
"9",0.5,0.645,1.02167889456426,12,"LIHC"
"13",0.5,0.536,0.992305428288626,13,"STES"
"7",0.5,0.464,0.97742287348221,14,"KIRC"
"5",0.5,0.552,0.96486195397704,15,"HNSC"
