"","likelihood","bart","expr","rank_size","cancer"
"15",0.5,0.376,2.67815485434899,1,"UCEC"
"2",0.5,0.349,2.23092936226488,2,"BRCA_1"
"6",0.5,0.883,2.18655840016695,3,"KICH"
"7",0.5,0.086,1.92622672925319,4,"KIRC"
"8",0.5,0.194,1.92090024467975,5,"KIRP"
"3",0.5,0.642,1.83823635189687,6,"BRCA_2"
"12",0.5,0.171,1.62349342777906,7,"PRAD"
"11",0.5,0.385,1.55819578909509,8,"LUSC"
"10",0.5,0.14,1.36948500757977,9,"LUAD"
"14",0.5,0.207,1.17477554346139,10,"THCA"
"13",0.5,0.079,1.14516704654614,11,"STES"
"4",0.5,0.121,0.679672643655255,12,"COAD_READ"
"5",0.5,0.238,0.640018094559875,13,"HNSC"
"1",0.5,0.71,0.418038960982721,14,"BLCA"
"9",0.5,0.381,-0.360487910358427,15,"LIHC"
