"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.087,-0.123228030165221,10,"BLCA"
"2",0.5,0.133,0.266473161164816,3,"BRCA_1"
"3",0.5,0.117,0.231215731608708,4,"BRCA_2"
"4",0.5,0.121,-0.937426781791074,14,"COAD_READ"
"5",0.5,0.388,0.0664961257721816,6,"HNSC"
"6",0.5,0.19,0.653377839196395,1,"KICH"
"7",0.5,0.931,-0.746407732318867,12,"KIRC"
"8",0.5,0.91,0.165266787401693,5,"KIRP"
"9",0.5,0.154,-2.08043363733424,15,"LIHC"
"10",0.5,0.162,-0.536331526204922,11,"LUAD"
"11",0.5,0.119,0.0059648663001557,7,"LUSC"
"12",0.5,0.257,-0.0371324574135992,8,"PRAD"
"13",0.5,0.268,-0.808077970607888,13,"STES"
"14",0.5,0.868,-0.115485893342759,9,"THCA"
"15",0.5,0.112,0.301481961505128,2,"UCEC"
