"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.627,0.366686714424325,4,"BLCA"
"2",0.5,0.678,0.49701351025632,2,"BRCA_1"
"3",0.5,0.753,0.317001315026309,6,"BRCA_2"
"4",0.5,0.372,-0.217554447631932,11,"COAD_READ"
"5",0.5,0.513,-0.231017407789076,12,"HNSC"
"6",0.5,0.872,-0.365187062809559,14,"KICH"
"7",0.5,0.167,-0.249759713670822,13,"KIRC"
"8",0.5,0.533,0.0793472843964086,9,"KIRP"
"9",0.5,0.666,-0.632456660881652,15,"LIHC"
"10",0.5,0.413,0.247745413568901,8,"LUAD"
"11",0.5,0.778,-0.0803222648167238,10,"LUSC"
"12",0.5,0.488,0.364702342075247,5,"PRAD"
"13",0.5,0.206,0.270194349311364,7,"STES"
"14",0.5,0.364,0.678505615803785,1,"THCA"
"15",0.5,0.621,0.449912840619087,3,"UCEC"
