"","likelihood","bart","expr","rank_size","cancer"
"12",0.5,0.197,2.64276993426839,1,"PRAD"
"7",0.5,0.311,2.49441597572906,2,"KIRC"
"13",0.5,0.173,2.22968359393425,3,"STES"
"11",0.5,0.133,2.18205825266559,4,"LUSC"
"2",0.5,0.201,2.09287697836866,5,"BRCA_1"
"3",0.5,0.744,2.06465786921684,6,"BRCA_2"
"15",0.5,0.26,2.00177621012414,7,"UCEC"
"10",0.5,0.14,1.99242573102077,8,"LUAD"
"1",0.5,0.49,1.84576806599439,9,"BLCA"
"5",0.5,0.186,1.83631444435147,10,"HNSC"
"8",0.5,0.172,1.83208288882695,11,"KIRP"
"4",0.5,0.201,1.77705380062781,12,"COAD_READ"
"14",0.5,0.137,1.19683864313763,13,"THCA"
"9",0.5,0.131,0.450927933156486,14,"LIHC"
"6",0.5,0.294,0.291492087457632,15,"KICH"
