"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.128,4.54177877200192,1,"BLCA"
"15",0.5,0.774,4.50666162720436,2,"UCEC"
"3",0.5,0.398,4.4458787221485,3,"BRCA_2"
"11",0.5,0.966,4.42487359723437,4,"LUSC"
"14",0.5,0.958,4.40142010180583,5,"THCA"
"5",0.5,0.854,4.30047984841098,6,"HNSC"
"12",0.5,0.247,4.27076093646517,7,"PRAD"
"4",0.5,0.934,4.24876056333192,8,"COAD_READ"
"2",0.5,0.675,4.23954515929429,9,"BRCA_1"
"8",0.5,0.789,4.21715093298857,10,"KIRP"
"6",0.5,0.524,4.19708080580085,11,"KICH"
"10",0.5,0.907,4.17954372862877,12,"LUAD"
"13",0.5,0.541,4.11729018708608,13,"STES"
"9",0.5,0.361,4.04422937114453,14,"LIHC"
"7",0.5,0.682,3.67140886378212,15,"KIRC"
