"","likelihood","bart","expr","rank_size","cancer"
"3",0.5,0.341,-2.16942770142178,1,"BRCA_2"
"13",0.5,0.665,-2.20354951930879,2,"STES"
"15",0.5,0.455,-2.24963194305554,3,"UCEC"
"6",0.5,0.646,-2.25317415170255,4,"KICH"
"14",0.5,0.627,-2.25828554076208,5,"THCA"
"11",0.5,0.813,-2.25965493367598,6,"LUSC"
"4",0.5,0.716,-2.26399169572397,7,"COAD_READ"
"8",0.5,0.68,-2.26581340672533,8,"KIRP"
"7",0.5,0.662,-2.27261944024431,9,"KIRC"
"12",0.5,0.74,-2.27309480120813,10,"PRAD"
"2",0.5,0.765,-2.27472475192656,11,"BRCA_1"
"10",0.5,0.706,-2.28262065494731,12,"LUAD"
"5",0.5,0.641,-2.28864558508645,13,"HNSC"
"1",0.5,0.29,-2.28893906454069,14,"BLCA"
"9",0.5,0.758,-2.29166054609036,15,"LIHC"
