"","likelihood","bart","expr","rank_size","cancer"
"15",0.5,0.623,1.95295309865283,1,"UCEC"
"1",0.5,0.711,1.93663071780771,2,"BLCA"
"13",0.5,0.44,1.8632988776857,3,"STES"
"14",0.5,0.243,1.84796382957489,4,"THCA"
"10",0.5,0.363,1.84723314816596,5,"LUAD"
"11",0.5,0.437,1.84000134449536,6,"LUSC"
"12",0.5,0.193,1.8280319923069,7,"PRAD"
"4",0.5,0.485,1.81767136131943,8,"COAD_READ"
"3",0.5,0.629,1.72414229328862,9,"BRCA_2"
"2",0.5,0.356,1.70671522070185,10,"BRCA_1"
"5",0.5,0.514,1.58346897175051,11,"HNSC"
"7",0.5,0.393,1.5597624245893,12,"KIRC"
"8",0.5,0.481,1.48682036813939,13,"KIRP"
"6",0.5,0.327,1.34507476723829,14,"KICH"
"9",0.5,0.417,1.23909714117849,15,"LIHC"
