"","likelihood","bart","expr","rank_size","cancer"
"11",0.5,0.799,0.724330669886428,1,"LUSC"
"1",0.5,0.316,0.0801022242372453,2,"BLCA"
"5",0.5,0.515,-0.170051143585602,3,"HNSC"
"7",0.5,0.245,-0.204007885288362,4,"KIRC"
"15",0.5,0.744,-0.255790185193379,5,"UCEC"
"10",0.5,0.428,-0.451656930732572,6,"LUAD"
"3",0.5,0.564,-0.494578391523827,7,"BRCA_2"
"13",0.5,0.239,-0.541197069392589,8,"STES"
"9",0.5,0.178,-0.876337475007083,9,"LIHC"
"14",0.5,0.467,-0.884803932752211,10,"THCA"
"2",0.5,0.265,-1.00784120860176,11,"BRCA_1"
"8",0.5,0.349,-1.21820617303699,12,"KIRP"
"4",0.5,0.624,-1.28422206394265,13,"COAD_READ"
"12",0.5,0.108,-1.28964391643233,14,"PRAD"
"6",0.5,0.717,-1.65314468648817,15,"KICH"
